"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"BeModelMedicationRecordTreatmentLine","","","",0,*,"","","","","Medication Record Treatment Line - logical model","A model for representing a Treatment Line.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BeModelMedicationRecordTreatmentLine.medicationType","","","",0,*,"","","","CodeableConcept {[]} {[]}
","What type of medication the product is: hospital, community, preparation, etc","What type of medication the product is: hospital, community, preparation, etc","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.medicationType",0,*,"",""
"BeModelMedicationRecordTreatmentLine.instructionForUse","","","",0,*,"","","","string {[]} {[]}
","Full representation of the dosage instructions","Full representation of the dosage instructions","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.instructionForUse",0,*,"",""
"BeModelMedicationRecordTreatmentLine.dosageAmount","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Quantity to be consumed","Quantity to be consumed","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.dosageAmount",0,1,"",""
"BeModelMedicationRecordTreatmentLine.periodicity","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Scheduling for the consumption","Scheduling for the consumption","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.periodicity",0,1,"",""
"BeModelMedicationRecordTreatmentLine.route","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Route through which the product should consumed","Route through which the product should consumed","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.route",1,1,"",""
"BeModelMedicationRecordTreatmentLine.dayPeriod","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Period of the day for consuming the product","Period of the day for consuming the product","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.dayPeriod",0,*,"",""
"BeModelMedicationRecordTreatmentLine.lifecycleStatus","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Status of the treatment line","Status of the treatment line","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.lifecycleStatus",1,1,"",""
"BeModelMedicationRecordTreatmentLine.statusReason","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Reason the status","Reason the status","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.statusReason",0,*,"",""
"BeModelMedicationRecordTreatmentLine.treatmentPlan","","","",0,1,"","","","Reference {[]} {[]}
","Link to the 'parent' treatment - i.e the treatment that this order is derived from, or contriburing to","Link to the 'parent' treatment - i.e the treatment that this order is derived from, or contriburing to","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.treatmentPlan",0,1,"",""
"BeModelMedicationRecordTreatmentLine.indication","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Why the treatment exists","Why the treatment exists","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatmentLine.indication",0,*,"",""
